Id_Franquicia,Nombre_Franquicia,Min_Inversion,Max_Inversion,Año_Fundado,Unidades
864,The Rush Coffee,47000.0,202000.0,2021,2
865,Kongdog,138000.0,636000.0,2021,2
866,Del's Popcorn Shop,279000.0,478000.0,1934,2
867,Bonita Bowls,82000.0,292000.0,2023,2
868,Sweethoney Dessert,242000.0,341000.0,2006,2
869,Chop'd,187000.0,292000.0,2016,2
870,B Nutritious,234000.0,476000.0,2018,2
871,Superior Food Safety,74000.0,101000.0,2009,1
872,Mokkoji,300000.0,450000.0,2019,1
873,Verve Restaurants,241000.0,750000.0,2019,1
874,Katsu Bar,268000.0,439000.0,2019,1
875,Urban Wok,265000.0,401000.0,2018,1
876,Sushi Obsession,298000.0,462000.0,2015,1
877,Candy Cloud,377000.0,519000.0,2022,1
878,Trademark Pizza,335000.0,580000.0,2018,1
879,Ohanalulu,284000.0,734000.0,2020,1
880,Azuquita,77000.0,254000.0,2019,1
881,Mucho Burrito,425000.0,846000.0,2001,1
882,Cereality,53000.0,353000.0,2008,1
883,Mama's Meatball,253000.0,415000.0,2006,1
884,Saucy Asian,165000.0,322000.0,2017,1
885,Fish Bone,187000.0,319000.0,2020,1
886,House of Random,107000.0,349000.0,2021,1
887,Creamberry,147000.0,289000.0,2017,1
888,Bake Cheese Tart,423000.0,620000.0,2018,1
889,Jojo's Grill-A-Dog,234000.0,469000.0,2017,1
890,Sweet Jesus,288000.0,673000.0,2018,1
891,Quack Daddy Donuts,236000.0,333000.0,2015,1
892,NoBaked Cookie Dough,147000.0,255000.0,2017,1
893,Stoney's Sourdough Pizza Co,189000.0,729000.0,2018,1
894,Tilford's Wood Fired Pizza,122000.0,186000.0,2016,1
895,Dogs & Cream,279000.0,799000.0,2018,1
896,Brooklyn Dumpling Shop,293000.0,650000.0,2021,1
897,Brothers Est. 1967 Bar & Grill,1810000.0,2570000.0,1990,1
898,Baked Cookies & Dough,113000.0,207000.0,2018,1
899,Oh My Burger,149000.0,217000.0,2018,1
900,Doner Kebab,4970000.0,5530000.0,1989,1
901,Pizzawala’s,301000.0,489000.0,2019,1
902,Paavo's,218000.0,380000.0,1993,1
903,Brunch,783000.0,2240000.0,2016,1
904,Houston's Hot Chicken,529000.0,1020000.0,2021,1
905,Daily Jam,402000.0,1190000.0,2018,1
906,Eggbred,275000.0,500000.0,2020,1
907,Acapela Modern Mex,277000.0,771000.0,1999,1
908,Crave Cookies,190000.0,357000.0,2019,1
909,Jerk King,217000.0,436000.0,2022,1
910,The Original Hot Chicken,258000.0,793000.0,2023,1
